link1	link2	value
62.0	63.0	0.18
62.0	64.0	0.22
62.0	65.0	0.12
62.0	66.0	0.11
62.0	67.0	0.18
62.0	68.0	0.13
62.0	69.0	0.18
62.0	70.0	0.08
62.0	71.0	0.11
62.0	72.0	0.09
62.0	73.0	0.12
62.0	74.0	0.07
62.0	75.0	0.14
62.0	76.0	0.08
62.0	77.0	0.14
62.0	78.0	0.1
62.0	79.0	0.15
62.0	80.0	0.08
62.0	81.0	0.09
62.0	82.0	0.15
62.0	83.0	0.14
62.0	84.0	0.11
62.0	85.0	0.11
62.0	86.0	0.02
62.0	87.0	0.1
62.0	88.0	0.12
62.0	89.0	0.1
62.0	90.0	0.16
62.0	91.0	0.11
62.0	92.0	0.14
62.0	93.0	0.11
62.0	94.0	0.03
62.0	95.0	0.15
63.0	1.0	0.29
63.0	2.0	0.24
63.0	3.0	0.23
63.0	4.0	0.19
63.0	5.0	0.26
63.0	6.0	0.18
63.0	7.0	0.18
63.0	8.0	0.18
63.0	9.0	0.24
63.0	10.0	0.17
63.0	11.0	0.17
63.0	12.0	0.19
63.0	13.0	0.23
63.0	14.0	0.34
63.0	15.0	0.34
63.0	16.0	0.15
63.0	17.0	0.14
63.0	18.0	0.14
63.0	19.0	0.23
63.0	20.0	0.13
63.0	21.0	0.42
63.0	22.0	0.24
63.0	23.0	0.29
63.0	24.0	0.23
63.0	25.0	0.27
63.0	26.0	0.21
63.0	27.0	0.2
63.0	28.0	0.26
63.0	29.0	0.18
63.0	30.0	0.29
63.0	31.0	0.22
63.0	32.0	0.25
63.0	33.0	0.26
63.0	34.0	0.21
63.0	35.0	0.25
63.0	36.0	0.23
63.0	37.0	0.29
63.0	38.0	0.2
63.0	39.0	0.25
63.0	40.0	0.23
63.0	41.0	0.23
63.0	42.0	0.16
63.0	43.0	0.2
63.0	44.0	0.23
63.0	45.0	0.22
63.0	46.0	0.23
63.0	47.0	0.18
63.0	48.0	0.27
63.0	49.0	0.27
63.0	50.0	0.28
63.0	51.0	0.22
63.0	52.0	0.22
63.0	53.0	0.24
63.0	54.0	0.28
63.0	55.0	0.35
63.0	56.0	0.18
63.0	57.0	0.36
63.0	58.0	0.41
63.0	59.0	0.35
63.0	60.0	0.28
63.0	61.0	0.18
63.0	62.0	0.18
63	63	0
63.0	64.0	0.23
63.0	65.0	0.37
63.0	66.0	0.23
63.0	67.0	0.44
63.0	68.0	0.26
63.0	69.0	0.5
63.0	70.0	0.18
63.0	71.0	0.27
63.0	72.0	0.19
63.0	73.0	0.26
63.0	74.0	0.12
63.0	75.0	0.22
63.0	76.0	0.14
63.0	77.0	0.28
63.0	78.0	0.25
63.0	79.0	0.27
63.0	80.0	0.15
63.0	81.0	0.16
63.0	82.0	0.31
63.0	83.0	0.29
63.0	84.0	0.2
63.0	85.0	0.23
63.0	86.0	0.17
63.0	87.0	0.21
63.0	88.0	0.23
63.0	89.0	0.22
63.0	90.0	0.36
63.0	91.0	0.24
63.0	92.0	0.25
63.0	93.0	0.2
63.0	94.0	0.02
63.0	95.0	0.21
64.0	1.0	0.2
64.0	2.0	0.17
64.0	3.0	0.16
64.0	4.0	0.15
64.0	5.0	0.2
64.0	6.0	0.13
64.0	7.0	0.13
64.0	8.0	0.15
64.0	9.0	0.18
64.0	10.0	0.11
64.0	11.0	0.14
64.0	12.0	0.15
64.0	13.0	0.17
64.0	14.0	0.19
64.0	15.0	0.12
64.0	16.0	0.04
64.0	17.0	0.02
64.0	18.0	0.03
64.0	19.0	0.05
64.0	20.0	0.02
64.0	21.0	0.23
64.0	22.0	0.14
64.0	23.0	0.16
64.0	24.0	0.14
64.0	25.0	0.17
64.0	26.0	0.13
64.0	27.0	0.13
64.0	28.0	0.15
64.0	29.0	0.1
64.0	30.0	0.16
64.0	31.0	0.12
64.0	32.0	0.15
64.0	33.0	0.14
64.0	34.0	0.11
64.0	35.0	0.17
64.0	36.0	0.14
64.0	37.0	0.18
64.0	38.0	0.12
64.0	39.0	0.13
64.0	40.0	0.14
64.0	41.0	0.13
64.0	42.0	0.1
64.0	43.0	0.12
64.0	44.0	0.13
64.0	45.0	0.14
64.0	46.0	0.15
64.0	47.0	0.12
64.0	48.0	0.16
64.0	49.0	0.15
64.0	50.0	0.14
64.0	51.0	0.15
64.0	52.0	0.14
64.0	53.0	0.13
64.0	54.0	0.15
64.0	55.0	0.13
64.0	56.0	0.08
64.0	57.0	0.26
64.0	58.0	0.27
64.0	59.0	0.25
64.0	60.0	0.29
64.0	61.0	0.16
64.0	62.0	0.22
64.0	63.0	0.23
64	64	0
64.0	65.0	0.15
64.0	66.0	0.14
64.0	67.0	0.21
64.0	68.0	0.17
64.0	69.0	0.24
64.0	70.0	0.1
64.0	71.0	0.13
64.0	72.0	0.11
64.0	73.0	0.12
64.0	74.0	0.09
64.0	75.0	0.17
64.0	76.0	0.09
64.0	77.0	0.16
64.0	78.0	0.12
64.0	79.0	0.2
64.0	80.0	0.11
64.0	81.0	0.1
64.0	82.0	0.17
64.0	83.0	0.16
64.0	84.0	0.12
64.0	85.0	0.15
64.0	86.0	0.02
64.0	87.0	0.13
64.0	88.0	0.14
64.0	89.0	0.11
64.0	90.0	0.18
64.0	91.0	0.13
64.0	92.0	0.16
64.0	93.0	0.13
64.0	94.0	0.01
64.0	95.0	0.19
65.0	1.0	0.19
65.0	2.0	0.16
65.0	3.0	0.15
65.0	4.0	0.13
65.0	5.0	0.17
65.0	6.0	0.11
65.0	7.0	0.11
65.0	8.0	0.11
65.0	9.0	0.15
65.0	10.0	0.11
65.0	11.0	0.11
65.0	12.0	0.12
65.0	13.0	0.15
65.0	14.0	0.23
65.0	15.0	0.22
65.0	16.0	0.08
65.0	17.0	0.09
65.0	18.0	0.07
65.0	19.0	0.11
65.0	20.0	0.07
65.0	21.0	0.25
65.0	22.0	0.17
65.0	23.0	0.21
65.0	24.0	0.16
65.0	25.0	0.18
65.0	26.0	0.15
65.0	27.0	0.14
65.0	28.0	0.17
65.0	29.0	0.12
65.0	30.0	0.21
65.0	31.0	0.15
65.0	32.0	0.16
65.0	33.0	0.19
65.0	34.0	0.13
65.0	35.0	0.16
65.0	36.0	0.16
65.0	37.0	0.21
65.0	38.0	0.14
65.0	39.0	0.16
65.0	40.0	0.15
65.0	41.0	0.16
65.0	42.0	0.11
65.0	43.0	0.13
65.0	44.0	0.15
65.0	45.0	0.15
65.0	46.0	0.15
65.0	47.0	0.13
65.0	48.0	0.19
65.0	49.0	0.18
65.0	50.0	0.18
65.0	51.0	0.15
65.0	52.0	0.15
65.0	53.0	0.15
65.0	54.0	0.18
65.0	55.0	0.22
65.0	56.0	0.11
65.0	57.0	0.24
65.0	58.0	0.32
65.0	59.0	0.23
65.0	60.0	0.19
65.0	61.0	0.14
65.0	62.0	0.12
65.0	63.0	0.37
65.0	64.0	0.15
65	65	0
65.0	66.0	0.16
65.0	67.0	0.3
65.0	68.0	0.17
65.0	69.0	0.34
65.0	70.0	0.13
65.0	71.0	0.17
65.0	72.0	0.11
65.0	73.0	0.18
65.0	74.0	0.08
65.0	75.0	0.16
65.0	76.0	0.09
65.0	77.0	0.19
65.0	78.0	0.16
65.0	79.0	0.17
65.0	80.0	0.1
65.0	81.0	0.11
65.0	82.0	0.21
65.0	83.0	0.19
65.0	84.0	0.14
65.0	85.0	0.14
65.0	86.0	0.09
65.0	87.0	0.14
65.0	88.0	0.15
65.0	89.0	0.14
65.0	90.0	0.24
65.0	91.0	0.16
65.0	92.0	0.17
65.0	93.0	0.14
65.0	94.0	0.01
65.0	95.0	0.15
66.0	1.0	0.22
66.0	2.0	0.23
66.0	3.0	0.2
66.0	4.0	0.19
66.0	5.0	0.2
66.0	6.0	0.14
66.0	7.0	0.14
66.0	8.0	0.16
66.0	9.0	0.2
66.0	10.0	0.12
66.0	11.0	0.13
66.0	12.0	0.15
66.0	13.0	0.17
66.0	14.0	0.2
66.0	15.0	0.13
66.0	16.0	0.06
66.0	17.0	0.04
66.0	18.0	0.04
66.0	19.0	0.07
66.0	20.0	0.03
66.0	21.0	0.21
66.0	22.0	0.47
66.0	23.0	0.48
66.0	24.0	0.49
66.0	25.0	0.44
66.0	26.0	0.42
66.0	27.0	0.3
66.0	28.0	0.48
66.0	29.0	0.49
66.0	30.0	0.32
66.0	31.0	0.44
66.0	32.0	0.43
66.0	33.0	0.5
66.0	34.0	0.38
66.0	35.0	0.38
66.0	36.0	0.5
66.0	37.0	0.37
66.0	38.0	0.44
66.0	39.0	0.42
66.0	40.0	0.37
66.0	41.0	0.41
66.0	42.0	0.41
66.0	43.0	0.39
66.0	44.0	0.52
66.0	45.0	0.51
66.0	46.0	0.49
66.0	47.0	0.45
66.0	48.0	0.51
66.0	49.0	0.44
66.0	50.0	0.45
66.0	51.0	0.49
66.0	52.0	0.49
66.0	53.0	0.17
66.0	54.0	0.18
66.0	55.0	0.14
66.0	56.0	0.15
66.0	57.0	0.2
66.0	58.0	0.22
66.0	59.0	0.18
66.0	60.0	0.14
66.0	61.0	0.09
66.0	62.0	0.11
66.0	63.0	0.23
66.0	64.0	0.14
66.0	65.0	0.16
66	66	0
66.0	67.0	0.28
66.0	68.0	0.57
66.0	69.0	0.27
66.0	70.0	0.56
66.0	71.0	0.58
66.0	72.0	0.51
66.0	73.0	0.56
66.0	74.0	0.49
66.0	75.0	0.54
66.0	76.0	0.58
66.0	77.0	0.57
66.0	78.0	0.58
66.0	79.0	0.42
66.0	80.0	0.25
66.0	81.0	0.37
66.0	82.0	0.54
66.0	83.0	0.55
66.0	84.0	0.51
66.0	85.0	0.41
66.0	86.0	0.04
66.0	87.0	0.59
66.0	88.0	0.56
66.0	89.0	0.53
66.0	90.0	0.51
66.0	91.0	0.58
66.0	92.0	0.5
66.0	93.0	0.56
66.0	94.0	0.01
66.0	95.0	0.17
67.0	1.0	0.33
67.0	2.0	0.25
67.0	3.0	0.27
67.0	4.0	0.2
67.0	5.0	0.29
67.0	6.0	0.21
67.0	7.0	0.18
67.0	8.0	0.2
67.0	9.0	0.29
67.0	10.0	0.19
67.0	11.0	0.18
67.0	12.0	0.19
67.0	13.0	0.25
67.0	14.0	0.32
67.0	15.0	0.25
67.0	16.0	0.08
67.0	17.0	0.08
67.0	18.0	0.08
67.0	19.0	0.12
67.0	20.0	0.06
67.0	21.0	0.35
67.0	22.0	0.31
67.0	23.0	0.33
67.0	24.0	0.31
67.0	25.0	0.3
67.0	26.0	0.26
67.0	27.0	0.24
67.0	28.0	0.32
67.0	29.0	0.24
67.0	30.0	0.32
67.0	31.0	0.26
67.0	32.0	0.28
67.0	33.0	0.3
67.0	34.0	0.25
67.0	35.0	0.29
67.0	36.0	0.29
67.0	37.0	0.32
67.0	38.0	0.25
67.0	39.0	0.28
67.0	40.0	0.27
67.0	41.0	0.27
67.0	42.0	0.2
67.0	43.0	0.22
67.0	44.0	0.28
67.0	45.0	0.27
67.0	46.0	0.28
67.0	47.0	0.22
67.0	48.0	0.32
67.0	49.0	0.31
67.0	50.0	0.31
67.0	51.0	0.25
67.0	52.0	0.25
67.0	53.0	0.24
67.0	54.0	0.3
67.0	55.0	0.3
67.0	56.0	0.15
67.0	57.0	0.35
67.0	58.0	0.41
67.0	59.0	0.34
67.0	60.0	0.26
67.0	61.0	0.17
67.0	62.0	0.18
67.0	63.0	0.44
67.0	64.0	0.21
67.0	65.0	0.3
67.0	66.0	0.28
67	67	0
67.0	68.0	0.28
67.0	69.0	0.46
67.0	70.0	0.21
67.0	71.0	0.3
67.0	72.0	0.23
67.0	73.0	0.32
67.0	74.0	0.2
67.0	75.0	0.28
67.0	76.0	0.19
67.0	77.0	0.34
67.0	78.0	0.26
67.0	79.0	0.29
67.0	80.0	0.16
67.0	81.0	0.2
67.0	82.0	0.36
67.0	83.0	0.34
67.0	84.0	0.27
67.0	85.0	0.26
67.0	86.0	0.08
67.0	87.0	0.24
67.0	88.0	0.28
67.0	89.0	0.25
67.0	90.0	0.41
67.0	91.0	0.28
67.0	92.0	0.34
67.0	93.0	0.27
67.0	94.0	0.02
67.0	95.0	0.22
68.0	1.0	0.25
68.0	2.0	0.23
68.0	3.0	0.21
68.0	4.0	0.21
68.0	5.0	0.25
68.0	6.0	0.16
68.0	7.0	0.16
68.0	8.0	0.19
68.0	9.0	0.2
68.0	10.0	0.13
68.0	11.0	0.14
68.0	12.0	0.17
68.0	13.0	0.18
68.0	14.0	0.22
68.0	15.0	0.15
68.0	16.0	0.07
68.0	17.0	0.04
68.0	18.0	0.05
68.0	19.0	0.08
68.0	20.0	0.04
68.0	21.0	0.24
68.0	22.0	0.45
68.0	23.0	0.47
68.0	24.0	0.49
68.0	25.0	0.46
68.0	26.0	0.42
68.0	27.0	0.28
68.0	28.0	0.46
68.0	29.0	0.48
68.0	30.0	0.31
68.0	31.0	0.45
68.0	32.0	0.42
68.0	33.0	0.48
68.0	34.0	0.37
68.0	35.0	0.37
68.0	36.0	0.51
68.0	37.0	0.34
68.0	38.0	0.4
68.0	39.0	0.42
68.0	40.0	0.37
68.0	41.0	0.39
68.0	42.0	0.41
68.0	43.0	0.4
68.0	44.0	0.48
68.0	45.0	0.5
68.0	46.0	0.45
68.0	47.0	0.44
68.0	48.0	0.49
68.0	49.0	0.43
68.0	50.0	0.45
68.0	51.0	0.48
68.0	52.0	0.48
68.0	53.0	0.18
68.0	54.0	0.2
68.0	55.0	0.16
68.0	56.0	0.15
68.0	57.0	0.22
68.0	58.0	0.24
68.0	59.0	0.2
68.0	60.0	0.17
68.0	61.0	0.13
68.0	62.0	0.13
68.0	63.0	0.26
68.0	64.0	0.17
68.0	65.0	0.17
68.0	66.0	0.57
68.0	67.0	0.28
68	68	0
68.0	69.0	0.28
68.0	70.0	0.55
68.0	71.0	0.58
68.0	72.0	0.5
68.0	73.0	0.56
68.0	74.0	0.48
68.0	75.0	0.53
68.0	76.0	0.58
68.0	77.0	0.57
68.0	78.0	0.59
68.0	79.0	0.47
68.0	80.0	0.24
68.0	81.0	0.38
68.0	82.0	0.54
68.0	83.0	0.55
68.0	84.0	0.5
68.0	85.0	0.42
68.0	86.0	0.05
68.0	87.0	0.69
68.0	88.0	0.54
68.0	89.0	0.54
68.0	90.0	0.51
68.0	91.0	0.58
68.0	92.0	0.49
68.0	93.0	0.54
68.0	94.0	0.02
68.0	95.0	0.18
69.0	1.0	0.3
69.0	2.0	0.24
69.0	3.0	0.24
69.0	4.0	0.2
69.0	5.0	0.27
69.0	6.0	0.19
69.0	7.0	0.17
69.0	8.0	0.18
69.0	9.0	0.27
69.0	10.0	0.17
69.0	11.0	0.16
69.0	12.0	0.17
69.0	13.0	0.24
69.0	14.0	0.37
69.0	15.0	0.32
69.0	16.0	0.03
69.0	17.0	0.03
69.0	18.0	0.04
69.0	19.0	0.07
69.0	20.0	0.02
69.0	21.0	0.38
69.0	22.0	0.28
69.0	23.0	0.31
69.0	24.0	0.27
69.0	25.0	0.31
69.0	26.0	0.24
69.0	27.0	0.22
69.0	28.0	0.29
69.0	29.0	0.2
69.0	30.0	0.3
69.0	31.0	0.26
69.0	32.0	0.24
69.0	33.0	0.27
69.0	34.0	0.21
69.0	35.0	0.24
69.0	36.0	0.26
69.0	37.0	0.31
69.0	38.0	0.22
69.0	39.0	0.26
69.0	40.0	0.22
69.0	41.0	0.25
69.0	42.0	0.18
69.0	43.0	0.21
69.0	44.0	0.25
69.0	45.0	0.24
69.0	46.0	0.26
69.0	47.0	0.2
69.0	48.0	0.28
69.0	49.0	0.28
69.0	50.0	0.27
69.0	51.0	0.23
69.0	52.0	0.23
69.0	53.0	0.24
69.0	54.0	0.27
69.0	55.0	0.31
69.0	56.0	0.1
69.0	57.0	0.4
69.0	58.0	0.49
69.0	59.0	0.35
69.0	60.0	0.3
69.0	61.0	0.19
69.0	62.0	0.18
69.0	63.0	0.5
69.0	64.0	0.24
69.0	65.0	0.34
69.0	66.0	0.27
69.0	67.0	0.46
69.0	68.0	0.28
69	69	0
69.0	70.0	0.19
69.0	71.0	0.29
69.0	72.0	0.2
69.0	73.0	0.28
69.0	74.0	0.16
69.0	75.0	0.26
69.0	76.0	0.17
69.0	77.0	0.3
69.0	78.0	0.27
69.0	79.0	0.26
69.0	80.0	0.13
69.0	81.0	0.18
69.0	82.0	0.34
69.0	83.0	0.34
69.0	84.0	0.23
69.0	85.0	0.25
69.0	86.0	0.03
69.0	87.0	0.23
69.0	88.0	0.25
69.0	89.0	0.24
69.0	90.0	0.43
69.0	91.0	0.28
69.0	92.0	0.3
69.0	93.0	0.25
69.0	94.0	0.02
69.0	95.0	0.22
70.0	1.0	0.19
70.0	2.0	0.19
70.0	3.0	0.16
70.0	4.0	0.14
70.0	5.0	0.17
70.0	6.0	0.1
70.0	7.0	0.1
70.0	8.0	0.14
70.0	9.0	0.13
70.0	10.0	0.09
70.0	11.0	0.11
70.0	12.0	0.14
70.0	13.0	0.14
70.0	14.0	0.14
70.0	15.0	0.1
70.0	16.0	0.12
70.0	17.0	0.08
70.0	18.0	0.09
70.0	19.0	0.14
70.0	20.0	0.07
70.0	21.0	0.16
70.0	22.0	0.42
70.0	23.0	0.44
70.0	24.0	0.45
70.0	25.0	0.4
70.0	26.0	0.4
70.0	27.0	0.24
70.0	28.0	0.42
70.0	29.0	0.47
70.0	30.0	0.27
70.0	31.0	0.44
70.0	32.0	0.44
70.0	33.0	0.46
70.0	34.0	0.34
70.0	35.0	0.36
70.0	36.0	0.49
70.0	37.0	0.29
70.0	38.0	0.4
70.0	39.0	0.4
70.0	40.0	0.37
70.0	41.0	0.37
70.0	42.0	0.43
70.0	43.0	0.39
70.0	44.0	0.48
70.0	45.0	0.49
70.0	46.0	0.46
70.0	47.0	0.43
70.0	48.0	0.47
70.0	49.0	0.4
70.0	50.0	0.41
70.0	51.0	0.5
70.0	52.0	0.47
70.0	53.0	0.16
70.0	54.0	0.15
70.0	55.0	0.12
70.0	56.0	0.19
70.0	57.0	0.14
70.0	58.0	0.18
70.0	59.0	0.13
70.0	60.0	0.11
70.0	61.0	0.07
70.0	62.0	0.08
70.0	63.0	0.18
70.0	64.0	0.1
70.0	65.0	0.13
70.0	66.0	0.56
70.0	67.0	0.21
70.0	68.0	0.55
70.0	69.0	0.19
70	70	0
70.0	71.0	0.58
70.0	72.0	0.51
70.0	73.0	0.55
70.0	74.0	0.51
70.0	75.0	0.53
70.0	76.0	0.61
70.0	77.0	0.57
70.0	78.0	0.59
70.0	79.0	0.4
70.0	80.0	0.27
70.0	81.0	0.37
70.0	82.0	0.51
70.0	83.0	0.55
70.0	84.0	0.51
70.0	85.0	0.41
70.0	86.0	0.09
70.0	87.0	0.61
70.0	88.0	0.54
70.0	89.0	0.54
70.0	90.0	0.46
70.0	91.0	0.58
70.0	92.0	0.5
70.0	93.0	0.54
70.0	94.0	0.01
70.0	95.0	0.14
71.0	1.0	0.23
71.0	2.0	0.21
71.0	3.0	0.18
71.0	4.0	0.15
71.0	5.0	0.21
71.0	6.0	0.13
71.0	7.0	0.12
71.0	8.0	0.17
71.0	9.0	0.18
71.0	10.0	0.12
71.0	11.0	0.12
71.0	12.0	0.14
71.0	13.0	0.16
71.0	14.0	0.22
71.0	15.0	0.14
71.0	16.0	0.06
71.0	17.0	0.04
71.0	18.0	0.04
71.0	19.0	0.07
71.0	20.0	0.03
71.0	21.0	0.21
71.0	22.0	0.46
71.0	23.0	0.48
71.0	24.0	0.49
71.0	25.0	0.46
71.0	26.0	0.43
71.0	27.0	0.27
71.0	28.0	0.46
71.0	29.0	0.49
71.0	30.0	0.32
71.0	31.0	0.45
71.0	32.0	0.43
71.0	33.0	0.48
71.0	34.0	0.37
71.0	35.0	0.36
71.0	36.0	0.51
71.0	37.0	0.34
71.0	38.0	0.42
71.0	39.0	0.43
71.0	40.0	0.37
71.0	41.0	0.41
71.0	42.0	0.42
71.0	43.0	0.39
71.0	44.0	0.49
71.0	45.0	0.5
71.0	46.0	0.47
71.0	47.0	0.45
71.0	48.0	0.49
71.0	49.0	0.43
71.0	50.0	0.45
71.0	51.0	0.5
71.0	52.0	0.49
71.0	53.0	0.18
71.0	54.0	0.19
71.0	55.0	0.17
71.0	56.0	0.15
71.0	57.0	0.21
71.0	58.0	0.23
71.0	59.0	0.2
71.0	60.0	0.15
71.0	61.0	0.1
71.0	62.0	0.11
71.0	63.0	0.27
71.0	64.0	0.13
71.0	65.0	0.17
71.0	66.0	0.58
71.0	67.0	0.3
71.0	68.0	0.58
71.0	69.0	0.29
71.0	70.0	0.58
71	71	0
71.0	72.0	0.51
71.0	73.0	0.58
71.0	74.0	0.5
71.0	75.0	0.54
71.0	76.0	0.61
71.0	77.0	0.67
71.0	78.0	0.64
71.0	79.0	0.42
71.0	80.0	0.24
71.0	81.0	0.38
71.0	82.0	0.56
71.0	83.0	0.57
71.0	84.0	0.53
71.0	85.0	0.41
71.0	86.0	0.04
71.0	87.0	0.61
71.0	88.0	0.57
71.0	89.0	0.56
71.0	90.0	0.51
71.0	91.0	0.62
71.0	92.0	0.52
71.0	93.0	0.56
71.0	94.0	0.01
71.0	95.0	0.16
72.0	1.0	0.24
72.0	2.0	0.2
72.0	3.0	0.16
72.0	4.0	0.16
72.0	5.0	0.18
72.0	6.0	0.12
72.0	7.0	0.12
72.0	8.0	0.16
72.0	9.0	0.14
72.0	10.0	0.1
72.0	11.0	0.11
72.0	12.0	0.13
72.0	13.0	0.13
72.0	14.0	0.15
72.0	15.0	0.1
72.0	16.0	0.08
72.0	17.0	0.05
72.0	18.0	0.05
72.0	19.0	0.1
72.0	20.0	0.04
72.0	21.0	0.17
72.0	22.0	0.4
72.0	23.0	0.44
72.0	24.0	0.47
72.0	25.0	0.4
72.0	26.0	0.37
72.0	27.0	0.26
72.0	28.0	0.42
72.0	29.0	0.44
72.0	30.0	0.28
72.0	31.0	0.4
72.0	32.0	0.4
72.0	33.0	0.45
72.0	34.0	0.35
72.0	35.0	0.36
72.0	36.0	0.44
72.0	37.0	0.3
72.0	38.0	0.38
72.0	39.0	0.39
72.0	40.0	0.36
72.0	41.0	0.38
72.0	42.0	0.38
72.0	43.0	0.36
72.0	44.0	0.45
72.0	45.0	0.46
72.0	46.0	0.43
72.0	47.0	0.4
72.0	48.0	0.46
72.0	49.0	0.4
72.0	50.0	0.4
72.0	51.0	0.45
72.0	52.0	0.45
72.0	53.0	0.15
72.0	54.0	0.15
72.0	55.0	0.11
72.0	56.0	0.15
72.0	57.0	0.15
72.0	58.0	0.18
72.0	59.0	0.14
72.0	60.0	0.12
72.0	61.0	0.06
72.0	62.0	0.09
72.0	63.0	0.19
72.0	64.0	0.11
72.0	65.0	0.11
72.0	66.0	0.51
72.0	67.0	0.23
72.0	68.0	0.5
72.0	69.0	0.2
72.0	70.0	0.51
72.0	71.0	0.51
72	72	0
72.0	73.0	0.49
72.0	74.0	0.45
72.0	75.0	0.47
72.0	76.0	0.53
72.0	77.0	0.51
72.0	78.0	0.51
72.0	79.0	0.41
72.0	80.0	0.23
72.0	81.0	0.35
72.0	82.0	0.48
72.0	83.0	0.5
72.0	84.0	0.46
72.0	85.0	0.36
72.0	86.0	0.05
72.0	87.0	0.53
72.0	88.0	0.48
72.0	89.0	0.48
72.0	90.0	0.43
72.0	91.0	0.51
72.0	92.0	0.42
72.0	93.0	0.47
72.0	94.0	0.02
72.0	95.0	0.15
73.0	1.0	0.21
73.0	2.0	0.19
73.0	3.0	0.17
73.0	4.0	0.16
73.0	5.0	0.21
73.0	6.0	0.12
73.0	7.0	0.12
73.0	8.0	0.14
73.0	9.0	0.17
73.0	10.0	0.11
73.0	11.0	0.11
73.0	12.0	0.13
73.0	13.0	0.15
73.0	14.0	0.21
73.0	15.0	0.16
73.0	16.0	0.06
73.0	17.0	0.04
73.0	18.0	0.05
73.0	19.0	0.07
73.0	20.0	0.03
73.0	21.0	0.21
73.0	22.0	0.44
73.0	23.0	0.45
73.0	24.0	0.48
73.0	25.0	0.44
73.0	26.0	0.41
73.0	27.0	0.27
73.0	28.0	0.45
73.0	29.0	0.48
73.0	30.0	0.29
73.0	31.0	0.44
73.0	32.0	0.41
73.0	33.0	0.46
73.0	34.0	0.37
73.0	35.0	0.35
73.0	36.0	0.51
73.0	37.0	0.33
73.0	38.0	0.4
73.0	39.0	0.41
73.0	40.0	0.35
73.0	41.0	0.38
73.0	42.0	0.41
73.0	43.0	0.39
73.0	44.0	0.47
73.0	45.0	0.49
73.0	46.0	0.45
73.0	47.0	0.44
73.0	48.0	0.48
73.0	49.0	0.41
73.0	50.0	0.44
73.0	51.0	0.47
73.0	52.0	0.47
73.0	53.0	0.17
73.0	54.0	0.18
73.0	55.0	0.16
73.0	56.0	0.14
73.0	57.0	0.19
73.0	58.0	0.23
73.0	59.0	0.2
73.0	60.0	0.14
73.0	61.0	0.09
73.0	62.0	0.12
73.0	63.0	0.26
73.0	64.0	0.12
73.0	65.0	0.18
73.0	66.0	0.56
73.0	67.0	0.32
73.0	68.0	0.56
73.0	69.0	0.28
73.0	70.0	0.55
73.0	71.0	0.58
73.0	72.0	0.49
73	73	0
73.0	74.0	0.51
73.0	75.0	0.52
73.0	76.0	0.58
73.0	77.0	0.55
73.0	78.0	0.62
73.0	79.0	0.43
73.0	80.0	0.41
73.0	81.0	0.37
73.0	82.0	0.54
73.0	83.0	0.54
73.0	84.0	0.51
73.0	85.0	0.39
73.0	86.0	0.04
73.0	87.0	0.59
73.0	88.0	0.53
73.0	89.0	0.53
73.0	90.0	0.53
73.0	91.0	0.59
73.0	92.0	0.48
73.0	93.0	0.54
73.0	94.0	0.01
73.0	95.0	0.15
74.0	1.0	0.17
74.0	2.0	0.17
74.0	3.0	0.15
74.0	4.0	0.13
74.0	5.0	0.17
74.0	6.0	0.09
74.0	7.0	0.09
74.0	8.0	0.15
74.0	9.0	0.12
74.0	10.0	0.08
74.0	11.0	0.09
74.0	12.0	0.11
74.0	13.0	0.11
74.0	14.0	0.1
74.0	15.0	0.08
74.0	16.0	0.06
74.0	17.0	0.04
74.0	18.0	0.04
74.0	19.0	0.07
74.0	20.0	0.03
74.0	21.0	0.12
74.0	22.0	0.4
74.0	23.0	0.38
74.0	24.0	0.4
74.0	25.0	0.35
74.0	26.0	0.36
74.0	27.0	0.21
74.0	28.0	0.38
74.0	29.0	0.41
74.0	30.0	0.23
74.0	31.0	0.37
74.0	32.0	0.35
74.0	33.0	0.4
74.0	34.0	0.31
74.0	35.0	0.31
74.0	36.0	0.42
74.0	37.0	0.27
74.0	38.0	0.35
74.0	39.0	0.34
74.0	40.0	0.3
74.0	41.0	0.33
74.0	42.0	0.37
74.0	43.0	0.35
74.0	44.0	0.42
74.0	45.0	0.42
74.0	46.0	0.4
74.0	47.0	0.39
74.0	48.0	0.42
74.0	49.0	0.35
74.0	50.0	0.35
74.0	51.0	0.43
74.0	52.0	0.4
74.0	53.0	0.12
74.0	54.0	0.12
74.0	55.0	0.08
74.0	56.0	0.14
74.0	57.0	0.12
74.0	58.0	0.12
74.0	59.0	0.1
74.0	60.0	0.1
74.0	61.0	0.05
74.0	62.0	0.07
74.0	63.0	0.12
74.0	64.0	0.09
74.0	65.0	0.08
74.0	66.0	0.49
74.0	67.0	0.2
74.0	68.0	0.48
74.0	69.0	0.16
74.0	70.0	0.51
74.0	71.0	0.5
74.0	72.0	0.45
74.0	73.0	0.51
74	74	0
74.0	75.0	0.47
74.0	76.0	0.53
74.0	77.0	0.48
74.0	78.0	0.52
74.0	79.0	0.39
74.0	80.0	0.26
74.0	81.0	0.32
74.0	82.0	0.45
74.0	83.0	0.46
74.0	84.0	0.45
74.0	85.0	0.35
74.0	86.0	0.04
74.0	87.0	0.52
74.0	88.0	0.48
74.0	89.0	0.47
74.0	90.0	0.39
74.0	91.0	0.5
74.0	92.0	0.47
74.0	93.0	0.49
74.0	94.0	0.01
